scenario,level,system,expression_group,expression_group_layer,expression_subgroup,ngram,count,matched_constraints,constraint_hit_count,scenario_heavy
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,status timestamps provenance,2,truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,timestamps provenance links,2,truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,speculative_boundary_marking,attempts speculative hypotheses,3,imagination_and_possibility;truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,speculative_boundary_marking,debugging attempts speculative,2,imagination_and_possibility;truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,speculative_boundary_marking,superseded failed tentative,2,,0,False
S5,trigrams,HYBRID_3_5,conditions,cross_cutting,main,risk unless governed,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_3_5,conditions,cross_cutting,main,staleness risk unless,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,decay_and_currency,decay version proximity,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,decay_and_currency,fresh eyes default,2,,0,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,decay_and_currency,provide fresh eyes,2,,0,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,decay_and_currency,staleness risk unless,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_3_5,warning,cross_cutting,main,risk unless governed,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_3_5,warning,cross_cutting,main,staleness risk unless,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,multi_word_patterns,tends to preserve,2,,0,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,continuity more likely,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,is least likely,2,,0,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,make continuity mostly,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,previously tried may,2,,0,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,tends to preserve,2,,0,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,the assistant may,2,,0,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,tried may be,2,,0,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,robustness_and_resilience,for stable artifacts,2,,0,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,robustness_and_resilience,tends to preserve,2,,0,False
S5,trigrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,exploration_within_bounds,for debugging exploration,2,imagination_and_possibility,1,False
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,context establishment turns,2,,0,False
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,include a bounded,2,,0,False
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,create adr from,2,,0,False
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,ship full vector,2,,0,False
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,the main plan,2,,0,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,is long horizon,2,,0,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,long horizon and,2,,0,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,vectors later keep,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,demand evidence retrieval,4,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,confirmed root cause,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,conventions glossary confirmed,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,diffable source linked,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,editable diffable source,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,evidence in b,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,higher authority sources,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,inspect edit disable,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,last verified at,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,provenance links derived,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,irrelevant outdated never,3,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,outdated never use,3,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,can expire unless,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,click fresh eyes,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,expire unless reaffirmed,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,fresh eyes constraints,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,make staleness visible,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,one click fresh,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,exploration_within_bounds,from exploration exhaust,2,imagination_and_possibility,1,False
S5,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,exploration_within_bounds,truth from exploration,2,imagination_and_possibility;truth_and_fact,2,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,fact_vs_interpretation,durable truth from,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,fact_vs_interpretation,truth from exploration,2,imagination_and_possibility;truth_and_fact,2,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,robustness_and_resilience,durable truth from,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,canonical decisions constraints,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,default decisions constraints,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,eyes constraints only,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,fresh eyes constraints,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,superseded links constraints,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,use constraints only,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,can expire unless,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,expire unless reaffirmed,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,whether chat can,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,single_word_markers,authority and always,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,single_word_markers,choose continuity via,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,single_word_markers,high authority always,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,single_word_markers,higher authority sources,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,single_word_markers,time and authority,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,single_word_markers,you choose continuity,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,speculative_boundary_marking,attempts speculative debugging,2,imagination_and_possibility;truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,start with keyword,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,multi_word_patterns,you choose continuity,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,hedging,cross_cutting,multi_word_patterns,kind of information,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,hedging,cross_cutting,single_word_markers,kind of information,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,main,high anchoring risk,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,main,isolation argument risk,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,main,risk frequent retrieval,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,smoothing,cross_cutting,main,adr merged pr,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,smoothing,cross_cutting,main,docs merged code,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,smoothing,cross_cutting,main,merged code docs,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,confrontation,code that doesn,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,confrontation,confidently remembered wrong,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,confrontation,doesn t compile,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,hard_limit_refusal,non negotiable to,2,,0,False
S7,trigrams,AC15,imagination_and_possibility,constraint_aligned,path_toward_feasibility,a true pilot,3,imagination_and_possibility,1,False
S7,trigrams,AC15,imagination_and_possibility,constraint_aligned,path_toward_feasibility,complex care pathway,2,imagination_and_possibility,1,False
S7,trigrams,AC15,imagination_and_possibility,constraint_aligned,path_toward_feasibility,pilot plan with,2,imagination_and_possibility,1,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,past_present_future,about the future,3,temporal_dynamics,1,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,past_present_future,protects your future,2,temporal_dynamics,1,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,past_present_future,whether her future,2,temporal_dynamics,1,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,complex care plan,3,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,change the plan,2,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,health plan partner,2,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,pilot plan with,2,imagination_and_possibility,1,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,plan makes you,2,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,plan partner not,2,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,plan so neither,2,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,plan the next,2,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,t ship everything,2,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,the staged plan,2,,0,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,marriage kids aging,3,,0,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,family expectations aging,2,,0,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,marriage children aging,2,,0,True
S7,trigrams,AC15,smoothing,cross_cutting,main,no merged accounts,3,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,main,no merged finances,3,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,main,t merge finances,3,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,main,buy no merged,2,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,main,merge accounts don,2,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,main,merged finances keep,2,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,main,property no merged,2,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,main,t merge accounts,2,,0,False
S7,trigrams,AC15,imagination_and_possibility,constraint_aligned,tension_as_fuel,plan so neither,2,,0,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,change_and_rate,propose the staged,2,,0,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,change_and_rate,the staged plan,2,,0,False
S7,trigrams,AC15,conditions,cross_cutting,main,citizenship and whether,2,,0,False
S7,trigrams,AC15,conditions,cross_cutting,main,whether her future,2,temporal_dynamics,1,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,defeat sunk cost,2,practicality_and_feasibility,1,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,schedule one call,2,practicality_and_feasibility,1,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,shared costs and,2,,0,False
S7,trigrams,AC15,truth,constraint_aligned,plain_statement,honest answer is,2,truth_and_fact,1,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,the practical incentive,2,practicality_and_feasibility,1,False
S7,trigrams,AC15,truth,constraint_aligned,verification,time based evidence,2,truth_and_fact,1,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,time_horizons,health changes later,2,,0,False
